id,name,img,asin,price,mrp,rating,ratingTotal,discount,seller,purl
690,Men Printed Sherwani Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17332234/2023/1/2/5b2e5c4f-fcab-422a-b1c6-1f6f6eaf61f21672648093772-KISAH-Men-Cream-coloured--Silver-Toned-Printed-Sherwani-Set--1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/17332234/2023/1/2/5b2e5c4f-fcab-422a-b1c6-1f6f6eaf61f21672648093772-KISAH-Men-Cream-coloured--Silver-Toned-Printed-Sherwani-Set--1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/17332234/2023/1/2/5b2e5c4f-fcab-422a-b1c6-1f6f6eaf61f21672648093772-KISAH-Men-Cream-coloured--Silver-Toned-Printed-Sherwani-Set--1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/17332234/2023/1/2/5b2e5c4f-fcab-422a-b1c6-1f6f6eaf61f21672648093772-KISAH-Men-Cream-coloured--Silver-Toned-Printed-Sherwani-Set--1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/17332234/2023/1/2/5b2e5c4f-fcab-422a-b1c6-1f6f6eaf61f21672648093772-KISAH-Men-Cream-coloured--Silver-Toned-Printed-Sherwani-Set--1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/17332234/2023/1/2/5b2e5c4f-fcab-422a-b1c6-1f6f6eaf61f21672648093772-KISAH-Men-Cream-coloured--Silver-Toned-Printed-Sherwani-Set--1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/17332234/2023/1/2/5b2e5c4f-fcab-422a-b1c6-1f6f6eaf61f21672648093772-KISAH-Men-Cream-coloured--Silver-Toned-Printed-Sherwani-Set--1.jpg",-,5498,14099,3.8,25,61,KISAH,https://www.myntra.com/sherwani/kisah/kisah-men-cream-coloured--silver-toned-printed-sherwani-set/17332234/buy
691,Ethnic Bandhgala Jashn Blazer,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21422322/2023/4/6/bc4f9d2e-32da-4285-9649-d476aba77c061680782811426-House-of-Pataudi-Ethnic-Motifs-Printed-Bandhgala-Jashn-Blaze-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/21422322/2023/4/6/bc4f9d2e-32da-4285-9649-d476aba77c061680782811426-House-of-Pataudi-Ethnic-Motifs-Printed-Bandhgala-Jashn-Blaze-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/21422322/2023/4/6/bc4f9d2e-32da-4285-9649-d476aba77c061680782811426-House-of-Pataudi-Ethnic-Motifs-Printed-Bandhgala-Jashn-Blaze-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/21422322/2023/4/6/bc4f9d2e-32da-4285-9649-d476aba77c061680782811426-House-of-Pataudi-Ethnic-Motifs-Printed-Bandhgala-Jashn-Blaze-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/21422322/2023/4/6/bc4f9d2e-32da-4285-9649-d476aba77c061680782811426-House-of-Pataudi-Ethnic-Motifs-Printed-Bandhgala-Jashn-Blaze-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/21422322/2023/4/6/bc4f9d2e-32da-4285-9649-d476aba77c061680782811426-House-of-Pataudi-Ethnic-Motifs-Printed-Bandhgala-Jashn-Blaze-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/21422322/2023/4/6/bc4f9d2e-32da-4285-9649-d476aba77c061680782811426-House-of-Pataudi-Ethnic-Motifs-Printed-Bandhgala-Jashn-Blaze-1.jpg",-,9999,9999,0,0,0,House of Pataudi,https://www.myntra.com/blazers/house-of-pataudi/house-of-pataudi-ethnic-motifs-printed-bandhgala-jashn-blazer-with-sequined-detail/21422322/buy
692,Men Printed Kurta with Trousers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/18331382/2022/9/6/33690aba-c19d-44ab-8a13-601d2cf549681662463194397-Anouk-Men-Brown-Bandhani-Printed-Kurta-with-Trousers-4621662-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/18331382/2022/9/6/33690aba-c19d-44ab-8a13-601d2cf549681662463194397-Anouk-Men-Brown-Bandhani-Printed-Kurta-with-Trousers-4621662-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/18331382/2022/9/6/33690aba-c19d-44ab-8a13-601d2cf549681662463194397-Anouk-Men-Brown-Bandhani-Printed-Kurta-with-Trousers-4621662-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/18331382/2022/9/6/33690aba-c19d-44ab-8a13-601d2cf549681662463194397-Anouk-Men-Brown-Bandhani-Printed-Kurta-with-Trousers-4621662-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/18331382/2022/9/6/33690aba-c19d-44ab-8a13-601d2cf549681662463194397-Anouk-Men-Brown-Bandhani-Printed-Kurta-with-Trousers-4621662-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/18331382/2022/9/6/33690aba-c19d-44ab-8a13-601d2cf549681662463194397-Anouk-Men-Brown-Bandhani-Printed-Kurta-with-Trousers-4621662-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/18331382/2022/9/6/33690aba-c19d-44ab-8a13-601d2cf549681662463194397-Anouk-Men-Brown-Bandhani-Printed-Kurta-with-Trousers-4621662-1.jpg",-,1924,3499,3.9,188,45,Anouk,https://www.myntra.com/kurta-sets/anouk/anouk-men-brown-bandhani-printed-kurta-with-trousers/18331382/buy
693,Men Embroidered Kurta,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17027006/2022/2/3/983960ff-9076-44dd-aa9b-5700954004cd1643864546001JompersMenYellowThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/17027006/2022/2/3/983960ff-9076-44dd-aa9b-5700954004cd1643864546001JompersMenYellowThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/17027006/2022/2/3/983960ff-9076-44dd-aa9b-5700954004cd1643864546001JompersMenYellowThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/17027006/2022/2/3/983960ff-9076-44dd-aa9b-5700954004cd1643864546001JompersMenYellowThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/17027006/2022/2/3/983960ff-9076-44dd-aa9b-5700954004cd1643864546001JompersMenYellowThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/17027006/2022/2/3/983960ff-9076-44dd-aa9b-5700954004cd1643864546001JompersMenYellowThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/17027006/2022/2/3/983960ff-9076-44dd-aa9b-5700954004cd1643864546001JompersMenYellowThreadWorkKurta1.jpg",-,917,2699,4.3,656,66,Jompers,https://www.myntra.com/kurtas/jompers/jompers-men-yellow-thread-work-embroidered-chikankari-pure-cotton-kurta/17027006/buy
694,Men Pure Cotton Printed Kurta,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17593278/2022/7/6/d53617f3-7840-4f9d-af76-f8c25aa6e3f51657110309550-Anouk-Men-Kurtas-521657110309090-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/17593278/2022/7/6/d53617f3-7840-4f9d-af76-f8c25aa6e3f51657110309550-Anouk-Men-Kurtas-521657110309090-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/17593278/2022/7/6/d53617f3-7840-4f9d-af76-f8c25aa6e3f51657110309550-Anouk-Men-Kurtas-521657110309090-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/17593278/2022/7/6/d53617f3-7840-4f9d-af76-f8c25aa6e3f51657110309550-Anouk-Men-Kurtas-521657110309090-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/17593278/2022/7/6/d53617f3-7840-4f9d-af76-f8c25aa6e3f51657110309550-Anouk-Men-Kurtas-521657110309090-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/17593278/2022/7/6/d53617f3-7840-4f9d-af76-f8c25aa6e3f51657110309550-Anouk-Men-Kurtas-521657110309090-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/17593278/2022/7/6/d53617f3-7840-4f9d-af76-f8c25aa6e3f51657110309550-Anouk-Men-Kurtas-521657110309090-1.jpg",-,494,1099,4.1,455,55,Anouk,https://www.myntra.com/kurtas/anouk/anouk-men-grey--white-floral-printed-pure-cotton-straight-kurta/17593278/buy
695,Floral Kurta Set Nehru Jacket,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17356112/2022/3/16/e82034ef-446c-44df-91ef-749009095f461647408863229-SOJANYA-Men-Kurta-Sets-3821647408862241-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/17356112/2022/3/16/e82034ef-446c-44df-91ef-749009095f461647408863229-SOJANYA-Men-Kurta-Sets-3821647408862241-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/17356112/2022/3/16/e82034ef-446c-44df-91ef-749009095f461647408863229-SOJANYA-Men-Kurta-Sets-3821647408862241-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/17356112/2022/3/16/e82034ef-446c-44df-91ef-749009095f461647408863229-SOJANYA-Men-Kurta-Sets-3821647408862241-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/17356112/2022/3/16/e82034ef-446c-44df-91ef-749009095f461647408863229-SOJANYA-Men-Kurta-Sets-3821647408862241-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/17356112/2022/3/16/e82034ef-446c-44df-91ef-749009095f461647408863229-SOJANYA-Men-Kurta-Sets-3821647408862241-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/17356112/2022/3/16/e82034ef-446c-44df-91ef-749009095f461647408863229-SOJANYA-Men-Kurta-Sets-3821647408862241-1.jpg",-,1971,6799,4.1,124,71,SOJANYA,https://www.myntra.com/kurta-sets/sojanya/sojanya-men-maroon--gold-floral-straight-kurta-churidar--sequined-nehru-jacket/17356112/buy
696,Men Kurta Set & Nehru Jacket,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/12492102/2022/4/29/580bf5ee-d6b2-40b3-80bb-700b6c2074191651234985959-SOJANYA-Men-Off-White--Red-Solid-Kurta-Set-with-Nehru-Jacket-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/12492102/2022/4/29/580bf5ee-d6b2-40b3-80bb-700b6c2074191651234985959-SOJANYA-Men-Off-White--Red-Solid-Kurta-Set-with-Nehru-Jacket-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/12492102/2022/4/29/580bf5ee-d6b2-40b3-80bb-700b6c2074191651234985959-SOJANYA-Men-Off-White--Red-Solid-Kurta-Set-with-Nehru-Jacket-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/12492102/2022/4/29/580bf5ee-d6b2-40b3-80bb-700b6c2074191651234985959-SOJANYA-Men-Off-White--Red-Solid-Kurta-Set-with-Nehru-Jacket-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/12492102/2022/4/29/580bf5ee-d6b2-40b3-80bb-700b6c2074191651234985959-SOJANYA-Men-Off-White--Red-Solid-Kurta-Set-with-Nehru-Jacket-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/12492102/2022/4/29/580bf5ee-d6b2-40b3-80bb-700b6c2074191651234985959-SOJANYA-Men-Off-White--Red-Solid-Kurta-Set-with-Nehru-Jacket-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/12492102/2022/4/29/580bf5ee-d6b2-40b3-80bb-700b6c2074191651234985959-SOJANYA-Men-Off-White--Red-Solid-Kurta-Set-with-Nehru-Jacket-1.jpg",-,1747,6989,3.9,590,75,SOJANYA,https://www.myntra.com/kurta-sets/sojanya/sojanya-men-off-white--red-solid-kurta-set-with-nehru-jacket/12492102/buy
697,Men Solid Cotton Pyjamas,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/19696686/2022/8/27/c0e44d66-04cb-4904-8b2d-fe3e47b723611661604575520VastramayMensWhiteCottonPyjama1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/19696686/2022/8/27/c0e44d66-04cb-4904-8b2d-fe3e47b723611661604575520VastramayMensWhiteCottonPyjama1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/19696686/2022/8/27/c0e44d66-04cb-4904-8b2d-fe3e47b723611661604575520VastramayMensWhiteCottonPyjama1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/19696686/2022/8/27/c0e44d66-04cb-4904-8b2d-fe3e47b723611661604575520VastramayMensWhiteCottonPyjama1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/19696686/2022/8/27/c0e44d66-04cb-4904-8b2d-fe3e47b723611661604575520VastramayMensWhiteCottonPyjama1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/19696686/2022/8/27/c0e44d66-04cb-4904-8b2d-fe3e47b723611661604575520VastramayMensWhiteCottonPyjama1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/19696686/2022/8/27/c0e44d66-04cb-4904-8b2d-fe3e47b723611661604575520VastramayMensWhiteCottonPyjama1.jpg",-,493,1299,4.2,516,62,VASTRAMAY,https://www.myntra.com/pyjamas/vastramay/vastramay-men-white-solid-cotton-pyjamas/19696686/buy
698,Chikankari Pure Cotton Kurta,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22345808/2023/3/15/6c1da98f-6de9-45c3-b401-37b9fb117b3d1678887809547JompersMenNavyBlueGeometricFlaredSleevesThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22345808/2023/3/15/6c1da98f-6de9-45c3-b401-37b9fb117b3d1678887809547JompersMenNavyBlueGeometricFlaredSleevesThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22345808/2023/3/15/6c1da98f-6de9-45c3-b401-37b9fb117b3d1678887809547JompersMenNavyBlueGeometricFlaredSleevesThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22345808/2023/3/15/6c1da98f-6de9-45c3-b401-37b9fb117b3d1678887809547JompersMenNavyBlueGeometricFlaredSleevesThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22345808/2023/3/15/6c1da98f-6de9-45c3-b401-37b9fb117b3d1678887809547JompersMenNavyBlueGeometricFlaredSleevesThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22345808/2023/3/15/6c1da98f-6de9-45c3-b401-37b9fb117b3d1678887809547JompersMenNavyBlueGeometricFlaredSleevesThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22345808/2023/3/15/6c1da98f-6de9-45c3-b401-37b9fb117b3d1678887809547JompersMenNavyBlueGeometricFlaredSleevesThreadWorkKurta1.jpg",-,1719,4299,4.4,11,60,Jompers,https://www.myntra.com/kurtas/jompers/jompers-mandarin-collar-sequined-chikankari-straight-pure-cotton-kurta/22345808/buy
699,Pure Cotton Pathani Kurta Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/14878696/2021/8/19/3dbe5eec-5a09-4649-9e4b-24ae1c4b57f11629376670317MollyMichelMenBlackSolidPureCottonPathaniKurtawithSalwar1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/14878696/2021/8/19/3dbe5eec-5a09-4649-9e4b-24ae1c4b57f11629376670317MollyMichelMenBlackSolidPureCottonPathaniKurtawithSalwar1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/14878696/2021/8/19/3dbe5eec-5a09-4649-9e4b-24ae1c4b57f11629376670317MollyMichelMenBlackSolidPureCottonPathaniKurtawithSalwar1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/14878696/2021/8/19/3dbe5eec-5a09-4649-9e4b-24ae1c4b57f11629376670317MollyMichelMenBlackSolidPureCottonPathaniKurtawithSalwar1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/14878696/2021/8/19/3dbe5eec-5a09-4649-9e4b-24ae1c4b57f11629376670317MollyMichelMenBlackSolidPureCottonPathaniKurtawithSalwar1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/14878696/2021/8/19/3dbe5eec-5a09-4649-9e4b-24ae1c4b57f11629376670317MollyMichelMenBlackSolidPureCottonPathaniKurtawithSalwar1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/14878696/2021/8/19/3dbe5eec-5a09-4649-9e4b-24ae1c4b57f11629376670317MollyMichelMenBlackSolidPureCottonPathaniKurtawithSalwar1.jpg",-,1499,4999,4.2,290,70,Molly & Michel,https://www.myntra.com/kurta-sets/molly--michel/molly--michel-men-black-solid-pure-cotton-pathani-kurta-with-salwar/14878696/buy
700,Men Kurta Sets,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/16236084/2022/4/28/56752e08-8a5a-41bf-99d4-4b84100ad99c1651117373581-Anouk-Men-Maroon-Pure-Cotton-Kurta-with-Trousers--Printed-Ne-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/16236084/2022/4/28/56752e08-8a5a-41bf-99d4-4b84100ad99c1651117373581-Anouk-Men-Maroon-Pure-Cotton-Kurta-with-Trousers--Printed-Ne-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/16236084/2022/4/28/56752e08-8a5a-41bf-99d4-4b84100ad99c1651117373581-Anouk-Men-Maroon-Pure-Cotton-Kurta-with-Trousers--Printed-Ne-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/16236084/2022/4/28/56752e08-8a5a-41bf-99d4-4b84100ad99c1651117373581-Anouk-Men-Maroon-Pure-Cotton-Kurta-with-Trousers--Printed-Ne-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/16236084/2022/4/28/56752e08-8a5a-41bf-99d4-4b84100ad99c1651117373581-Anouk-Men-Maroon-Pure-Cotton-Kurta-with-Trousers--Printed-Ne-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/16236084/2022/4/28/56752e08-8a5a-41bf-99d4-4b84100ad99c1651117373581-Anouk-Men-Maroon-Pure-Cotton-Kurta-with-Trousers--Printed-Ne-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/16236084/2022/4/28/56752e08-8a5a-41bf-99d4-4b84100ad99c1651117373581-Anouk-Men-Maroon-Pure-Cotton-Kurta-with-Trousers--Printed-Ne-1.jpg",-,2039,5099,3.9,186,60,Anouk,https://www.myntra.com/kurta-sets/anouk/anouk-men-maroon-pure-cotton-kurta-with-trousers--printed-nehru-jacket/16236084/buy
701,Men Skinny Fit Jeans,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/7243653/2021/3/26/2f0adcb7-7ea4-4b79-a793-3613d4fe6d7d1616764533053-Roadster-Men-Blue-Skinny-Fit-Mid-Rise-Clean-Look-Stretchable-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/7243653/2021/3/26/2f0adcb7-7ea4-4b79-a793-3613d4fe6d7d1616764533053-Roadster-Men-Blue-Skinny-Fit-Mid-Rise-Clean-Look-Stretchable-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/7243653/2021/3/26/2f0adcb7-7ea4-4b79-a793-3613d4fe6d7d1616764533053-Roadster-Men-Blue-Skinny-Fit-Mid-Rise-Clean-Look-Stretchable-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/7243653/2021/3/26/2f0adcb7-7ea4-4b79-a793-3613d4fe6d7d1616764533053-Roadster-Men-Blue-Skinny-Fit-Mid-Rise-Clean-Look-Stretchable-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/7243653/2021/3/26/2f0adcb7-7ea4-4b79-a793-3613d4fe6d7d1616764533053-Roadster-Men-Blue-Skinny-Fit-Mid-Rise-Clean-Look-Stretchable-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/7243653/2021/3/26/2f0adcb7-7ea4-4b79-a793-3613d4fe6d7d1616764533053-Roadster-Men-Blue-Skinny-Fit-Mid-Rise-Clean-Look-Stretchable-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/7243653/2021/3/26/2f0adcb7-7ea4-4b79-a793-3613d4fe6d7d1616764533053-Roadster-Men-Blue-Skinny-Fit-Mid-Rise-Clean-Look-Stretchable-1.jpg",-,499,1999,3.6,4300,75,Roadster,https://www.myntra.com/jeans/roadster/roadster-men-navy-blue-skinny-fit-mid-rise-clean-look-stretchable-jeans/7243653/buy
702,Men Black Regular Jeans,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/15193862/2021/8/19/6d3d17a8-8e7d-4606-a795-779f54e9a06f1629350038736RegularJeans1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/15193862/2021/8/19/6d3d17a8-8e7d-4606-a795-779f54e9a06f1629350038736RegularJeans1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/15193862/2021/8/19/6d3d17a8-8e7d-4606-a795-779f54e9a06f1629350038736RegularJeans1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/15193862/2021/8/19/6d3d17a8-8e7d-4606-a795-779f54e9a06f1629350038736RegularJeans1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/15193862/2021/8/19/6d3d17a8-8e7d-4606-a795-779f54e9a06f1629350038736RegularJeans1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/15193862/2021/8/19/6d3d17a8-8e7d-4606-a795-779f54e9a06f1629350038736RegularJeans1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/15193862/2021/8/19/6d3d17a8-8e7d-4606-a795-779f54e9a06f1629350038736RegularJeans1.jpg",-,1799,1799,4.3,3500,0,H&M,https://www.myntra.com/jeans/hm/hm-men-black-regular-jeans/15193862/buy
