id,name,img,asin,price,mrp,rating,ratingTotal,discount,seller,purl
646,24KT Gold Coin-1gram,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22704960/2023/4/8/6b20c1a7-490d-4d8f-97d3-f230fd1e9a6e1680953663406GoldCoin1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22704960/2023/4/8/6b20c1a7-490d-4d8f-97d3-f230fd1e9a6e1680953663406GoldCoin1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22704960/2023/4/8/6b20c1a7-490d-4d8f-97d3-f230fd1e9a6e1680953663406GoldCoin1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22704960/2023/4/8/6b20c1a7-490d-4d8f-97d3-f230fd1e9a6e1680953663406GoldCoin1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22704960/2023/4/8/6b20c1a7-490d-4d8f-97d3-f230fd1e9a6e1680953663406GoldCoin1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22704960/2023/4/8/6b20c1a7-490d-4d8f-97d3-f230fd1e9a6e1680953663406GoldCoin1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22704960/2023/4/8/6b20c1a7-490d-4d8f-97d3-f230fd1e9a6e1680953663406GoldCoin1.jpg",-,6764,7516,0,0,10,CANDERE A KALYAN JEWELLERS COMPANY,https://www.myntra.com/gold-coin/candere-a-kalyan-jewellers-company/candere-a-kalyan-jewellers-company-24kt-gold-coin-1gram/22704960/buy
647,Gold-Plated CZ Stone-Studded Jewellery Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/14292722/2022/11/22/485b70bf-d34d-476f-89ea-49a5bccab9be1669117114557PANASHWhiteGold-PlatedCZStone-StuddedJewellerySet1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/14292722/2022/11/22/485b70bf-d34d-476f-89ea-49a5bccab9be1669117114557PANASHWhiteGold-PlatedCZStone-StuddedJewellerySet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/14292722/2022/11/22/485b70bf-d34d-476f-89ea-49a5bccab9be1669117114557PANASHWhiteGold-PlatedCZStone-StuddedJewellerySet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/14292722/2022/11/22/485b70bf-d34d-476f-89ea-49a5bccab9be1669117114557PANASHWhiteGold-PlatedCZStone-StuddedJewellerySet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/14292722/2022/11/22/485b70bf-d34d-476f-89ea-49a5bccab9be1669117114557PANASHWhiteGold-PlatedCZStone-StuddedJewellerySet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/14292722/2022/11/22/485b70bf-d34d-476f-89ea-49a5bccab9be1669117114557PANASHWhiteGold-PlatedCZStone-StuddedJewellerySet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/14292722/2022/11/22/485b70bf-d34d-476f-89ea-49a5bccab9be1669117114557PANASHWhiteGold-PlatedCZStone-StuddedJewellerySet1.jpg",-,1161,3747,4.3,454,69,PANASH,https://www.myntra.com/jewellery-set/panash/panash-white-gold-plated-cz-stone-studded-jewellery-set/14292722/buy
648,Meenakari Choker Jewellery Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/20039802/2022/9/29/d7370cf5-ac08-49f6-b729-9727b9f406d51664429101749-PANASH-Gold-Plated-Red-Kundan--Pearl-Studded-Meenakari-Choke-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/20039802/2022/9/29/d7370cf5-ac08-49f6-b729-9727b9f406d51664429101749-PANASH-Gold-Plated-Red-Kundan--Pearl-Studded-Meenakari-Choke-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/20039802/2022/9/29/d7370cf5-ac08-49f6-b729-9727b9f406d51664429101749-PANASH-Gold-Plated-Red-Kundan--Pearl-Studded-Meenakari-Choke-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/20039802/2022/9/29/d7370cf5-ac08-49f6-b729-9727b9f406d51664429101749-PANASH-Gold-Plated-Red-Kundan--Pearl-Studded-Meenakari-Choke-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/20039802/2022/9/29/d7370cf5-ac08-49f6-b729-9727b9f406d51664429101749-PANASH-Gold-Plated-Red-Kundan--Pearl-Studded-Meenakari-Choke-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/20039802/2022/9/29/d7370cf5-ac08-49f6-b729-9727b9f406d51664429101749-PANASH-Gold-Plated-Red-Kundan--Pearl-Studded-Meenakari-Choke-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/20039802/2022/9/29/d7370cf5-ac08-49f6-b729-9727b9f406d51664429101749-PANASH-Gold-Plated-Red-Kundan--Pearl-Studded-Meenakari-Choke-1.jpg",-,1574,5249,3.7,80,70,PANASH,https://www.myntra.com/jewellery-set/panash/panash-gold-plated-red-kundan--pearl-studded-meenakari-choker-jewellery-set/20039802/buy
649,Gold-Plated Necklace Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17560440/2022/4/12/e1c6776a-8fc0-49d6-93b2-65397c9f887b1649757288756Rubans24KGold-PlatedZirconStuddedTempleNecklaceSet1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/17560440/2022/4/12/e1c6776a-8fc0-49d6-93b2-65397c9f887b1649757288756Rubans24KGold-PlatedZirconStuddedTempleNecklaceSet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/17560440/2022/4/12/e1c6776a-8fc0-49d6-93b2-65397c9f887b1649757288756Rubans24KGold-PlatedZirconStuddedTempleNecklaceSet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/17560440/2022/4/12/e1c6776a-8fc0-49d6-93b2-65397c9f887b1649757288756Rubans24KGold-PlatedZirconStuddedTempleNecklaceSet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/17560440/2022/4/12/e1c6776a-8fc0-49d6-93b2-65397c9f887b1649757288756Rubans24KGold-PlatedZirconStuddedTempleNecklaceSet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/17560440/2022/4/12/e1c6776a-8fc0-49d6-93b2-65397c9f887b1649757288756Rubans24KGold-PlatedZirconStuddedTempleNecklaceSet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/17560440/2022/4/12/e1c6776a-8fc0-49d6-93b2-65397c9f887b1649757288756Rubans24KGold-PlatedZirconStuddedTempleNecklaceSet1.jpg",-,2240,7000,4.5,82,68,Rubans,https://www.myntra.com/jewellery-set/rubans/rubans-24k-gold-plated-zircon-studded-temple-necklace-set/17560440/buy
650,Rhodium-Plated AD-Studded Jewellery Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/16428268/2021/12/8/edf26f1d-bb6e-4680-acfe-22e86f203b121638962434879YellowChimesRhodium-PlatedSilver-TonedWhiteAD-StuddedJewelle1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/16428268/2021/12/8/edf26f1d-bb6e-4680-acfe-22e86f203b121638962434879YellowChimesRhodium-PlatedSilver-TonedWhiteAD-StuddedJewelle1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/16428268/2021/12/8/edf26f1d-bb6e-4680-acfe-22e86f203b121638962434879YellowChimesRhodium-PlatedSilver-TonedWhiteAD-StuddedJewelle1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/16428268/2021/12/8/edf26f1d-bb6e-4680-acfe-22e86f203b121638962434879YellowChimesRhodium-PlatedSilver-TonedWhiteAD-StuddedJewelle1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/16428268/2021/12/8/edf26f1d-bb6e-4680-acfe-22e86f203b121638962434879YellowChimesRhodium-PlatedSilver-TonedWhiteAD-StuddedJewelle1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/16428268/2021/12/8/edf26f1d-bb6e-4680-acfe-22e86f203b121638962434879YellowChimesRhodium-PlatedSilver-TonedWhiteAD-StuddedJewelle1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/16428268/2021/12/8/edf26f1d-bb6e-4680-acfe-22e86f203b121638962434879YellowChimesRhodium-PlatedSilver-TonedWhiteAD-StuddedJewelle1.jpg",-,1263,4680,4.3,358,73,Yellow Chimes,https://www.myntra.com/jewellery-set/yellow-chimes/yellow-chimes-rhodium-plated-silver-toned--white-ad-studded-jewellery-set/16428268/buy
651,Men Kurta with Pyjamas,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17326994/2022/3/16/99fba3a6-f181-4aaf-96d9-bfcf7b21a9441647427518323KurtaSetsSOJANYAMenKurtaSetsSOJANYAMenKurtaSetsSOJANYAMenKur1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/17326994/2022/3/16/99fba3a6-f181-4aaf-96d9-bfcf7b21a9441647427518323KurtaSetsSOJANYAMenKurtaSetsSOJANYAMenKurtaSetsSOJANYAMenKur1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/17326994/2022/3/16/99fba3a6-f181-4aaf-96d9-bfcf7b21a9441647427518323KurtaSetsSOJANYAMenKurtaSetsSOJANYAMenKurtaSetsSOJANYAMenKur1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/17326994/2022/3/16/99fba3a6-f181-4aaf-96d9-bfcf7b21a9441647427518323KurtaSetsSOJANYAMenKurtaSetsSOJANYAMenKurtaSetsSOJANYAMenKur1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/17326994/2022/3/16/99fba3a6-f181-4aaf-96d9-bfcf7b21a9441647427518323KurtaSetsSOJANYAMenKurtaSetsSOJANYAMenKurtaSetsSOJANYAMenKur1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/17326994/2022/3/16/99fba3a6-f181-4aaf-96d9-bfcf7b21a9441647427518323KurtaSetsSOJANYAMenKurtaSetsSOJANYAMenKurtaSetsSOJANYAMenKur1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/17326994/2022/3/16/99fba3a6-f181-4aaf-96d9-bfcf7b21a9441647427518323KurtaSetsSOJANYAMenKurtaSetsSOJANYAMenKurtaSetsSOJANYAMenKur1.jpg",-,1949,6499,3.9,770,70,SOJANYA,https://www.myntra.com/kurta-sets/sojanya/sojanya-men-blue-ethnic-motifs-kurta-with-pyjamas--nehru-jacket/17326994/buy
652,Men Embellished Cotton Kurta,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21665294/2023/1/24/ce81527c-582b-4f1c-955d-bc45891480131674547946846JompersMenBlackGeometricFlaredSleevesChikankariKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/21665294/2023/1/24/ce81527c-582b-4f1c-955d-bc45891480131674547946846JompersMenBlackGeometricFlaredSleevesChikankariKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/21665294/2023/1/24/ce81527c-582b-4f1c-955d-bc45891480131674547946846JompersMenBlackGeometricFlaredSleevesChikankariKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/21665294/2023/1/24/ce81527c-582b-4f1c-955d-bc45891480131674547946846JompersMenBlackGeometricFlaredSleevesChikankariKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/21665294/2023/1/24/ce81527c-582b-4f1c-955d-bc45891480131674547946846JompersMenBlackGeometricFlaredSleevesChikankariKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/21665294/2023/1/24/ce81527c-582b-4f1c-955d-bc45891480131674547946846JompersMenBlackGeometricFlaredSleevesChikankariKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/21665294/2023/1/24/ce81527c-582b-4f1c-955d-bc45891480131674547946846JompersMenBlackGeometricFlaredSleevesChikankariKurta1.jpg",-,1633,4299,4.2,75,62,Jompers,https://www.myntra.com/kurtas/jompers/jompers-men-mandarin-collar-embellished-cotton-kurta/21665294/buy
653,Men Kurta with Pyjamas,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17326924/2022/3/16/c84b7e0d-dedf-433e-bb69-f3df056698fc1647427374263NetFabricMintGreenColorLehengaandCholiwithSequenceEmbroidery1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/17326924/2022/3/16/c84b7e0d-dedf-433e-bb69-f3df056698fc1647427374263NetFabricMintGreenColorLehengaandCholiwithSequenceEmbroidery1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/17326924/2022/3/16/c84b7e0d-dedf-433e-bb69-f3df056698fc1647427374263NetFabricMintGreenColorLehengaandCholiwithSequenceEmbroidery1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/17326924/2022/3/16/c84b7e0d-dedf-433e-bb69-f3df056698fc1647427374263NetFabricMintGreenColorLehengaandCholiwithSequenceEmbroidery1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/17326924/2022/3/16/c84b7e0d-dedf-433e-bb69-f3df056698fc1647427374263NetFabricMintGreenColorLehengaandCholiwithSequenceEmbroidery1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/17326924/2022/3/16/c84b7e0d-dedf-433e-bb69-f3df056698fc1647427374263NetFabricMintGreenColorLehengaandCholiwithSequenceEmbroidery1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/17326924/2022/3/16/c84b7e0d-dedf-433e-bb69-f3df056698fc1647427374263NetFabricMintGreenColorLehengaandCholiwithSequenceEmbroidery1.jpg",-,1949,6499,3.9,364,70,SOJANYA,https://www.myntra.com/kurta-sets/sojanya/sojanya-men-pink-ethnic-motifs-kurta-with-pyjamas--nehru-jacket/17326924/buy
654,Men Embroidered Kurta with Churidar,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/20036548/2022/9/18/b793e41e-71a2-4e79-aead-adb265b7e5711663477350650EmbroideredKurtaPyjama1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/20036548/2022/9/18/b793e41e-71a2-4e79-aead-adb265b7e5711663477350650EmbroideredKurtaPyjama1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/20036548/2022/9/18/b793e41e-71a2-4e79-aead-adb265b7e5711663477350650EmbroideredKurtaPyjama1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/20036548/2022/9/18/b793e41e-71a2-4e79-aead-adb265b7e5711663477350650EmbroideredKurtaPyjama1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/20036548/2022/9/18/b793e41e-71a2-4e79-aead-adb265b7e5711663477350650EmbroideredKurtaPyjama1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/20036548/2022/9/18/b793e41e-71a2-4e79-aead-adb265b7e5711663477350650EmbroideredKurtaPyjama1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/20036548/2022/9/18/b793e41e-71a2-4e79-aead-adb265b7e5711663477350650EmbroideredKurtaPyjama1.jpg",-,1709,4499,4.1,123,62,Jompers,https://www.myntra.com/kurta-sets/jompers/jompers-men-black-floral-embroidered-chikankari-pure-cotton-kurta-with-churidar/20036548/buy
655,Men Solid Kurta with Churidar,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/12/13/c464f92d-c08d-472c-8b9e-48616bf737131576191650979-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/12/13/c464f92d-c08d-472c-8b9e-48616bf737131576191650979-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/12/13/c464f92d-c08d-472c-8b9e-48616bf737131576191650979-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/12/13/c464f92d-c08d-472c-8b9e-48616bf737131576191650979-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/12/13/c464f92d-c08d-472c-8b9e-48616bf737131576191650979-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/12/13/c464f92d-c08d-472c-8b9e-48616bf737131576191650979-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/12/13/c464f92d-c08d-472c-8b9e-48616bf737131576191650979-1.jpg",-,4139,9199,4,990,55,KISAH,https://www.myntra.com/kurta-sets/kisah/kisah-men-green--white-solid-kurta-with-churidar/11159934/buy
656,Men Floral Embroidered Kurta,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/20038544/2022/9/17/eae29efd-88d6-4ac5-982f-8db5afd7d40d1663406125913JompersMenBlackFlaredSleevesPathaniKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/20038544/2022/9/17/eae29efd-88d6-4ac5-982f-8db5afd7d40d1663406125913JompersMenBlackFlaredSleevesPathaniKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/20038544/2022/9/17/eae29efd-88d6-4ac5-982f-8db5afd7d40d1663406125913JompersMenBlackFlaredSleevesPathaniKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/20038544/2022/9/17/eae29efd-88d6-4ac5-982f-8db5afd7d40d1663406125913JompersMenBlackFlaredSleevesPathaniKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/20038544/2022/9/17/eae29efd-88d6-4ac5-982f-8db5afd7d40d1663406125913JompersMenBlackFlaredSleevesPathaniKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/20038544/2022/9/17/eae29efd-88d6-4ac5-982f-8db5afd7d40d1663406125913JompersMenBlackFlaredSleevesPathaniKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/20038544/2022/9/17/eae29efd-88d6-4ac5-982f-8db5afd7d40d1663406125913JompersMenBlackFlaredSleevesPathaniKurta1.jpg",-,1633,4299,4.2,667,62,Jompers,https://www.myntra.com/kurtas/jompers/jompers-men-black-floral-embroidered-sequined-cotton-kurta/20038544/buy
657,Men Ethnic Motifs Cotton Kurta,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/20882622/2022/11/23/8c7d3b74-a2c8-4568-b4e2-2121497673d21669206767082MensEmbroideredKurtas1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/20882622/2022/11/23/8c7d3b74-a2c8-4568-b4e2-2121497673d21669206767082MensEmbroideredKurtas1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/20882622/2022/11/23/8c7d3b74-a2c8-4568-b4e2-2121497673d21669206767082MensEmbroideredKurtas1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/20882622/2022/11/23/8c7d3b74-a2c8-4568-b4e2-2121497673d21669206767082MensEmbroideredKurtas1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/20882622/2022/11/23/8c7d3b74-a2c8-4568-b4e2-2121497673d21669206767082MensEmbroideredKurtas1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/20882622/2022/11/23/8c7d3b74-a2c8-4568-b4e2-2121497673d21669206767082MensEmbroideredKurtas1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/20882622/2022/11/23/8c7d3b74-a2c8-4568-b4e2-2121497673d21669206767082MensEmbroideredKurtas1.jpg",-,1633,4299,4.2,113,62,Jompers,https://www.myntra.com/kurtas/jompers/jompers-men-ethnic-motifs-mirror-work-indigo-cotton-kurta/20882622/buy
658,Men Embroidered Kurta with Churidar,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21430552/2023/1/12/3d5cdfdb-32a4-4e11-bd38-d4a42d57494d1673507949979-Embroidered-Kurta-Pyjama-2211673507949185-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/21430552/2023/1/12/3d5cdfdb-32a4-4e11-bd38-d4a42d57494d1673507949979-Embroidered-Kurta-Pyjama-2211673507949185-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/21430552/2023/1/12/3d5cdfdb-32a4-4e11-bd38-d4a42d57494d1673507949979-Embroidered-Kurta-Pyjama-2211673507949185-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/21430552/2023/1/12/3d5cdfdb-32a4-4e11-bd38-d4a42d57494d1673507949979-Embroidered-Kurta-Pyjama-2211673507949185-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/21430552/2023/1/12/3d5cdfdb-32a4-4e11-bd38-d4a42d57494d1673507949979-Embroidered-Kurta-Pyjama-2211673507949185-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/21430552/2023/1/12/3d5cdfdb-32a4-4e11-bd38-d4a42d57494d1673507949979-Embroidered-Kurta-Pyjama-2211673507949185-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/21430552/2023/1/12/3d5cdfdb-32a4-4e11-bd38-d4a42d57494d1673507949979-Embroidered-Kurta-Pyjama-2211673507949185-1.jpg",-,1709,4499,4.3,43,62,Jompers,https://www.myntra.com/kurta-sets/jompers/jompers-men-floral-embroidered-chikankari-pure-cotton-kurta-with-churidar/21430552/buy
659,Men Embellished Kurta,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21665286/2023/1/24/3b171b51-db1c-4f65-8a2a-eff0b5c8521f1674549150459JompersMenMaroonGeometricFlaredSleevesThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/21665286/2023/1/24/3b171b51-db1c-4f65-8a2a-eff0b5c8521f1674549150459JompersMenMaroonGeometricFlaredSleevesThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/21665286/2023/1/24/3b171b51-db1c-4f65-8a2a-eff0b5c8521f1674549150459JompersMenMaroonGeometricFlaredSleevesThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/21665286/2023/1/24/3b171b51-db1c-4f65-8a2a-eff0b5c8521f1674549150459JompersMenMaroonGeometricFlaredSleevesThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/21665286/2023/1/24/3b171b51-db1c-4f65-8a2a-eff0b5c8521f1674549150459JompersMenMaroonGeometricFlaredSleevesThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/21665286/2023/1/24/3b171b51-db1c-4f65-8a2a-eff0b5c8521f1674549150459JompersMenMaroonGeometricFlaredSleevesThreadWorkKurta1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/21665286/2023/1/24/3b171b51-db1c-4f65-8a2a-eff0b5c8521f1674549150459JompersMenMaroonGeometricFlaredSleevesThreadWorkKurta1.jpg",-,1633,4299,4.4,54,62,Jompers,https://www.myntra.com/kurtas/jompers/jompers-men-mandarin-collar-embellished-kurta/21665286/buy
